RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Eugenio SuarezSEA,3B,122,439,60,100,0.228,21,2,23,71,194,63,164,0,0.333,0.442,0.775,3.6
2,Kyle SchwarberPHI,LF,117,434,75,92,0.212,17,1,34,71,213,62,156,6,0.313,0.491,0.804,1.4
3,Patrick WisdomCHC,3B,115,405,59,89,0.22,25,0,22,58,180,50,155,7,0.313,0.444,0.758,1.5
4,Adolis GarciaTEX,RF,119,471,69,120,0.255,25,4,20,77,213,29,143,20,0.301,0.452,0.753,3
5,Dansby SwansonATL,SS,125,487,80,141,0.29,27,1,16,69,218,39,138,16,0.344,0.448,0.792,4.5
6,Jared WalshLAA,1B,117,421,40,91,0.216,18,2,15,44,158,26,137,2,0.268,0.375,0.644,-0.6
7,Aaron JudgeNYY,RF,120,448,100,133,0.297,20,0,48,105,297,69,135,14,0.394,0.663,1.056,7.4
8,Luke VoitSD/WSH,DH,97,352,44,78,0.222,18,0,16,53,144,44,133,1,0.315,0.409,0.724,0.6
9,Matt OlsonATL,1B,125,483,63,119,0.246,37,0,26,83,234,59,130,0,0.33,0.484,0.815,2.6
10,C.J. CronCOL,1B,117,455,65,123,0.27,26,3,24,83,227,32,129,0,0.324,0.499,0.823,2.4
10,Austin RileyATL,3B,123,481,71,137,0.285,34,2,31,80,268,39,129,2,0.351,0.557,0.909,4.8
12,Rhys HoskinsPHI,1B,122,454,64,111,0.244,22,2,26,60,215,61,128,2,0.338,0.474,0.811,2.8
12,Bo BichetteTOR,SS,119,490,65,127,0.259,29,0,17,64,207,28,128,7,0.298,0.422,0.721,1.4
14,Brandon MarshPHI/LAA,CF,105,324,36,74,0.228,11,2,8,39,113,24,127,9,0.285,0.349,0.634,0.6
15,Chris TaylorLAD,LF,88,300,36,69,0.23,21,3,8,31,120,35,125,8,0.313,0.4,0.713,0.5
16,Matt ChapmanTOR,3B,115,403,66,95,0.236,19,1,24,62,188,41,124,2,0.315,0.467,0.781,2.9
17,Tommy PhamBOS/CIN,LF,109,415,69,101,0.243,19,1,14,52,164,45,123,7,0.316,0.395,0.711,0.6
18,Julio RodriguezSEA,CF,106,413,62,112,0.271,19,3,19,63,194,29,122,23,0.329,0.47,0.799,4.2
19,Christian YelichMIL,LF,117,437,78,112,0.256,19,4,9,39,166,67,121,16,0.359,0.38,0.739,2.2
20,Nick CastellanosPHI,RF,122,476,52,127,0.267,26,0,12,59,189,27,120,7,0.309,0.397,0.706,-0.3
20,Joey GalloLAD/NYY,RF,95,264,39,45,0.17,5,2,15,29,99,45,120,2,0.294,0.375,0.669,0.6
20,Cody BellingerLAD,CF,110,401,57,82,0.204,21,3,17,52,160,30,120,11,0.261,0.399,0.66,1.4
20,Randy ArozarenaTB,LF,117,445,52,116,0.261,27,2,17,66,198,37,120,23,0.328,0.445,0.773,2.2
20,Shohei OhtaniLAA,SP,119,438,67,116,0.265,18,5,27,72,225,60,120,11,0.356,0.514,0.87,2.6
25,Ryan McMahonCOL,3B,117,405,50,101,0.249,19,3,12,56,162,51,118,7,0.338,0.4,0.738,2.8
25,Franmil ReyesCLE/CHC,DH,84,319,29,73,0.229,13,2,11,36,123,15,118,2,0.263,0.386,0.649,-0.7
25,Willy AdamesMIL,SS,100,398,60,88,0.221,18,0,24,70,178,36,118,5,0.285,0.447,0.732,2.7
28,Ian HappCHC,LF,120,435,53,119,0.274,31,2,13,56,193,47,117,7,0.349,0.444,0.793,3.2
29,Josh DonaldsonNYY,3B,101,365,40,80,0.219,23,0,12,47,139,39,116,2,0.302,0.381,0.683,2.2
29,Byron BuxtonMIN,CF,92,340,61,76,0.224,13,3,28,51,179,34,116,6,0.306,0.526,0.833,4.1
29,Trent GrishamSD,CF,121,385,50,75,0.195,15,2,15,47,139,52,116,5,0.297,0.361,0.658,2.1
32,Jorge MateoBAL,SS,114,379,52,89,0.235,19,6,12,43,156,21,115,28,0.283,0.412,0.695,2.9
33,Ryan MountcastleBAL,1B,107,420,50,104,0.248,24,0,18,64,182,28,112,4,0.295,0.433,0.728,1
33,Nathaniel LoweTEX,1B,118,448,55,131,0.292,20,2,19,57,212,32,112,2,0.342,0.473,0.816,1.9
35,J.D. MartinezBOS,DH,105,403,58,111,0.275,36,0,9,46,174,41,110,0,0.346,0.432,0.778,0.8
35,Javier BaezDET,SS,109,419,44,94,0.224,24,2,11,45,155,20,110,8,0.266,0.37,0.636,1.2
35,Teoscar HernandezTOR,RF,97,368,50,97,0.264,24,1,18,59,177,25,110,6,0.314,0.481,0.795,2.4
38,Kole CalhounTEX,RF,100,332,35,69,0.208,14,1,11,43,118,22,109,2,0.266,0.355,0.621,-0.8
38,Marcell OzunaATL,DH,108,417,50,89,0.213,14,0,20,46,163,27,109,2,0.262,0.391,0.653,-1.3
40,Nelson CruzWSH,DH,111,399,46,94,0.236,16,0,10,60,140,44,107,4,0.315,0.351,0.666,0.2
41,Paul GoldschmidtSTL,1B,117,442,87,148,0.335,34,0,31,100,275,61,106,5,0.417,0.622,1.039,6.7
41,Robbie GrossmanATL/DET,LF,99,318,29,66,0.208,15,1,4,30,95,44,106,3,0.313,0.299,0.611,0.2
41,Jesus AguilarMIA,1B,112,411,37,97,0.236,18,0,15,49,160,27,106,1,0.286,0.389,0.676,-0.6
41,Bobby Witt Jr.KC,SS,114,440,62,111,0.252,21,6,17,61,195,22,106,24,0.294,0.443,0.738,0.5
45,Trevor StoryBOS,2B,81,307,49,68,0.221,17,0,15,58,130,28,105,10,0.289,0.423,0.713,2.2
45,Max MuncyLAD,3B,101,339,51,64,0.189,15,1,16,47,129,69,105,2,0.326,0.381,0.707,1.9
