Rank,Player,Strikeouts
1,Suarez • SEA,131
2,Wisdom • CHC,129
3,Schwarber • PHI,125
4,Marsh • LAA,111
5,Swanson • ATL,109
NA,Cron • COL,109
NA,García • TEX,109
8,Olson • ATL,106
NA,Riley • ATL,106
NA,Judge • NYY,106
