RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Eugenio SuarezSEA,3B,98,359,46,84,0.234,19,1,16,51,153,50,134,0,0.333,0.426,0.76,2.2
2,Patrick WisdomCHC,3B,93,331,48,73,0.221,21,0,17,47,145,42,129,6,0.317,0.438,0.755,1.3
3,Kyle SchwarberPHI,LF,96,358,64,72,0.201,12,0,31,61,177,53,128,4,0.306,0.494,0.8,0.9
4,Brandon MarshLAA,LF,89,282,32,63,0.223,8,2,8,37,99,20,114,8,0.279,0.351,0.63,0.7
5,C.J. CronCOL,1B,96,371,58,106,0.286,21,2,22,71,197,27,110,0,0.341,0.531,0.872,2.9
5,Aaron JudgeNYY,CF,96,366,81,107,0.292,16,0,38,82,237,48,110,9,0.374,0.648,1.021,5.1
5,Dansby SwansonATL,SS,100,383,66,113,0.295,21,1,15,54,181,33,110,14,0.355,0.473,0.827,4.2
5,Adolis GarciaTEX,RF,93,369,56,93,0.252,19,4,18,61,174,24,110,15,0.298,0.472,0.77,2.8
9,Bo BichetteTOR,SS,97,405,55,105,0.259,23,0,14,53,170,27,108,7,0.305,0.42,0.725,1.1
10,Matt OlsonATL,1B,100,385,47,97,0.252,35,0,20,66,192,50,107,0,0.339,0.499,0.838,2.1
11,Austin RileyATL,3B,98,384,60,113,0.294,27,1,28,64,226,31,106,2,0.356,0.589,0.945,4.5
11,Rhys HoskinsPHI,1B,97,359,51,87,0.242,19,2,19,45,167,47,106,1,0.333,0.465,0.799,2.1
13,Trevor StoryBOS,2B,81,307,49,68,0.221,17,0,15,58,130,28,105,10,0.289,0.423,0.713,2
13,Luke VoitSD,DH,78,284,36,63,0.222,17,0,12,44,116,38,105,1,0.314,0.408,0.722,0.7
13,Julio RodriguezSEA,CF,93,354,55,97,0.274,18,2,18,56,173,27,105,21,0.337,0.489,0.825,3.7
16,Jared WalshLAA,1B,92,337,36,82,0.243,17,2,13,41,142,18,104,1,0.288,0.421,0.709,0.4
17,Joey GalloNYY,RF,80,230,32,37,0.161,4,1,12,24,79,40,103,2,0.285,0.343,0.629,0.1
18,Franmil ReyesCLE,DH,65,246,23,54,0.22,9,0,9,28,90,14,102,1,0.262,0.366,0.628,-0.7
18,Cody BellingerLAD,CF,90,327,47,67,0.205,14,2,13,36,124,26,102,11,0.266,0.379,0.645,1.3
20,Adam DuvallATL,CF,86,287,39,61,0.213,16,1,12,36,115,21,101,0,0.276,0.401,0.677,0
20,Chris TaylorLAD,LF,74,252,32,60,0.238,19,3,6,27,103,29,101,6,0.319,0.409,0.728,0.4
22,Nick CastellanosPHI,RF,97,378,38,93,0.246,21,0,8,46,138,23,99,4,0.291,0.365,0.656,-1.2
22,Christian YelichMIL,LF,94,350,63,89,0.254,15,4,8,34,136,53,99,13,0.355,0.389,0.744,1.9
22,Ryan McMahonCOL,3B,94,327,38,78,0.239,15,3,8,42,123,45,99,5,0.337,0.376,0.713,1.9
25,Mike TroutLAA,CF,79,282,55,76,0.27,17,2,24,51,169,39,97,1,0.368,0.599,0.967,3.8
25,Jorge MateoBAL,SS,91,297,37,64,0.215,14,4,8,26,110,16,97,24,0.264,0.37,0.635,2.1
25,Randy ArozarenaTB,LF,94,363,43,94,0.259,22,2,12,47,156,24,97,20,0.316,0.43,0.746,1.2
28,Eduardo EscobarNYM,3B,90,346,39,76,0.22,19,3,12,42,137,26,96,0,0.272,0.396,0.668,0
28,Shohei OhtaniLAA,SP,95,354,55,91,0.257,16,2,21,59,174,49,96,11,0.352,0.492,0.844,1.9
30,Kole CalhounTEX,RF,91,302,34,66,0.219,14,1,11,43,115,21,95,2,0.279,0.381,0.66,-0.5
30,Matt ChapmanTOR,3B,92,323,52,78,0.241,18,0,16,51,144,32,95,1,0.317,0.446,0.763,1.9
32,Tommy PhamCIN,LF,87,325,56,78,0.24,10,1,11,37,123,40,94,7,0.322,0.378,0.7,0.8
32,Byron BuxtonMIN,CF,75,282,52,61,0.216,12,3,24,44,151,24,94,2,0.291,0.535,0.826,2.9
34,Giancarlo StantonNYY,DH,80,289,40,66,0.228,6,0,24,61,144,35,93,0,0.309,0.498,0.807,1.1
35,Avisail GarciaMIA,RF,85,312,28,73,0.234,8,0,7,30,102,11,92,4,0.267,0.327,0.594,-0.7
36,Willy AdamesMIL,SS,77,302,53,65,0.215,14,0,20,54,139,31,91,3,0.289,0.46,0.749,2.3
37,Marcell OzunaATL,DH,94,363,44,81,0.223,12,0,18,40,147,26,90,2,0.277,0.405,0.682,-0.7
37,Jorge SolerMIA,LF,72,270,32,56,0.207,13,0,13,34,108,31,90,0,0.295,0.4,0.695,0.4
37,Nathaniel LoweTEX,1B,92,347,44,95,0.274,16,1,14,42,155,25,90,1,0.323,0.447,0.769,0.6
40,Ryan MountcastleBAL,1B,85,334,41,87,0.26,21,0,14,48,150,19,89,4,0.3,0.449,0.749,1.2
40,Trent GrishamSD,CF,96,312,38,59,0.189,11,2,10,35,104,41,89,4,0.288,0.333,0.621,1.1
42,Robbie GrossmanDET,LF,79,263,23,53,0.202,11,1,2,23,72,36,88,3,0.308,0.274,0.582,0
42,Jake CronenworthSD,2B,98,374,63,88,0.235,23,3,9,49,144,47,88,1,0.336,0.385,0.721,3.1
42,Bobby DalbecBOS,1B,89,243,29,50,0.206,6,2,10,28,90,23,88,2,0.279,0.37,0.65,-0.9
45,J.D. MartinezBOS,DH,83,325,51,96,0.295,30,0,9,38,153,31,87,0,0.363,0.471,0.833,1.2
45,Francisco LindorNYM,SS,97,379,58,95,0.251,14,3,16,67,163,37,87,10,0.325,0.43,0.755,2.9
45,Jesus AguilarMIA,1B,89,339,32,83,0.245,14,0,11,39,130,21,87,1,0.292,0.383,0.675,-0.3
48,Josh DonaldsonNYY,3B,78,279,32,63,0.226,19,0,9,35,109,31,86,2,0.308,0.391,0.699,2
48,Chad PinderOAK,LF,69,243,26,59,0.243,14,0,9,33,100,9,86,2,0.268,0.412,0.679,-0.1
48,Bobby Witt Jr.KC,SS,91,353,51,91,0.258,19,5,14,51,162,20,86,20,0.301,0.459,0.76,1
