Rank,Player,Strikeouts
1,Suarez • SEA,111
2,Wisdom • CHC,106
3,Taylor • LAD,101
4,Schwarber • PHI,100
5,Story • BOS,96
6,Duvall • ATL,93
7,Riley • ATL,91
NA,Rodriguez • SEA,91
9,Swanson • ATL,90
NA,Marsh • LAA,90
