Rank,Player,Strikeouts
1,Suarez • SEA,135
2,Wisdom • CHC,129
3,Schwarber • PHI,128
4,Marsh • LAA,115
5,García • TEX,113
6,Cron • COL,112
NA,Judge • NYY,112
8,Swanson • ATL,110
9,Bichette • TOR,108
10,Olson • ATL,107
