Rank,Player,Strikeouts
1,Suarez • SEA,152
2,Schwarber • PHI,143
3,Wisdom • CHC,142
4,García • TEX,127
5,Swanson • ATL,126
6,Cron • COL,122
NA,Walsh • LAA,122
8,Olson • ATL,120
NA,Riley • ATL,120
NA,Judge • NYY,120
NA,Voit • 2TM,120
NA,Marsh • 2TM,120
