Rank,Player,Strikeouts
1,Wisdom • CHC,124
NA,Suarez • SEA,124
3,Schwarber • PHI,120
4,Marsh • LAA,106
NA,García • TEX,106
6,Story • BOS,105
7,Riley • ATL,103
NA,Swanson • ATL,103
NA,Judge • NYY,103
10,Rodriguez • SEA,102
