Rank,Player,Strikeouts
1,Suarez • SEA,77
2,Wisdom • CHC,75
3,Taylor • LAD,71
4,Story • BOS,70
NA,Schwarber • PHI,70
6,Rodriguez • SEA,69
7,Riley • ATL,68
8,Duvall • ATL,66
9,Cron • COL,65
10,Swanson • ATL,64
NA,Hoskins • PHI,64
NA,García • TEX,64
