Rank,Player,Strikeouts
1,Suarez • SEA,81
2,Wisdom • CHC,77
3,Schwarber • PHI,74
4,Story • BOS,72
NA,Taylor • LAD,72
6,Riley • ATL,71
NA,Rodriguez • SEA,71
8,Duvall • ATL,69
9,Swanson • ATL,67
NA,Cron • COL,67
