Rank,Player,Strikeouts
1,Swanson • ATL,22
NA,Rodriguez • SEA,22
3,Aquino • CIN,20
NA,Votto • CIN,20
NA,Adell • LAA,20
6,Duvall • ATL,19
NA,Stanton • NYY,19
8,Bart • SFG,18
9,Reyes • CLE,17
NA,Ohtani • LAA,17
NA,Adames • MIL,17
NA,Donaldson • NYY,17
NA,Murphy • OAK,17
NA,Ruf • SFG,17
