RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Eugenio SuarezSEA,3B,77,286,36,67,0.234,16,1,13,38,124,37,107,0,0.328,0.434,0.762,2.1
2,Patrick WisdomCHC,3B,72,259,41,60,0.232,15,0,16,43,123,29,100,3,0.315,0.475,0.79,0.6
3,Chris TaylorLAD,LF,71,245,30,59,0.241,19,3,6,27,102,28,95,6,0.321,0.416,0.738,0.6
3,Kyle SchwarberPHI,LF,75,276,54,60,0.217,12,0,23,50,141,49,95,4,0.338,0.511,0.849,1.6
5,Adam DuvallATL,CF,75,259,35,53,0.205,12,1,10,31,97,21,93,0,0.27,0.375,0.645,-0.2
6,Trevor StoryBOS,2B,69,263,41,59,0.224,15,0,12,52,110,28,91,10,0.302,0.418,0.72,1.8
7,Julio RodriguezSEA,CF,77,290,43,79,0.272,15,1,13,39,135,22,90,19,0.333,0.466,0.799,2.7
8,Austin RileyATL,3B,75,292,40,75,0.257,16,1,18,43,147,24,88,2,0.326,0.503,0.83,2
8,Brandon MarshLAA,LF,70,228,27,53,0.232,7,1,6,31,80,16,88,4,0.285,0.351,0.636,0.8
10,Dansby SwansonATL,SS,77,288,48,84,0.292,14,1,13,43,139,25,87,11,0.353,0.483,0.836,2.9
11,C.J. CronCOL,1B,76,296,45,87,0.294,16,2,17,56,158,21,86,0,0.348,0.534,0.881,2.3
12,Joey GalloNYY,RF,63,188,24,31,0.165,4,0,9,18,62,29,85,1,0.276,0.33,0.606,-0.1
13,Cody BellingerLAD,CF,69,258,34,54,0.209,13,2,10,29,101,21,84,9,0.27,0.391,0.662,1.3
13,Bo BichetteTOR,SS,75,318,42,81,0.255,17,0,12,41,134,20,84,5,0.299,0.421,0.72,0.8
15,Aaron JudgeNYY,CF,75,287,62,82,0.286,11,0,29,59,180,36,83,5,0.361,0.627,0.988,3.8
15,Jared WalshLAA,1B,74,273,33,71,0.26,12,2,13,40,126,14,83,1,0.303,0.462,0.765,0.9
17,Jorge SolerMIA,LF,67,254,31,55,0.217,13,0,13,34,107,30,82,0,0.306,0.421,0.727,0.6
17,Jorge MateoBAL,SS,70,236,25,47,0.199,10,2,6,18,79,12,82,19,0.247,0.335,0.582,1.5
19,Luke VoitSD,DH,58,212,28,49,0.231,13,0,9,33,89,28,81,1,0.321,0.42,0.741,0.7
19,Rhys HoskinsPHI,1B,76,283,41,71,0.251,15,2,15,39,135,38,81,0,0.343,0.477,0.82,1.6
19,Adolis GarciaTEX,RF,72,286,46,74,0.259,15,3,15,49,140,15,81,11,0.297,0.49,0.787,2.7
22,Ryan McMahonCOL,3B,74,260,29,61,0.235,13,2,6,37,96,34,80,0,0.329,0.369,0.698,1.2
23,Mike TroutLAA,CF,69,246,53,70,0.285,17,2,23,47,160,37,79,0,0.387,0.65,1.037,4.2
23,Christian YelichMIL,LF,75,287,49,73,0.254,11,3,7,28,111,37,79,12,0.341,0.387,0.728,1.4
23,Shohei OhtaniLAA,SP,75,283,46,75,0.265,15,1,17,49,143,35,79,8,0.35,0.505,0.855,1.5
26,Nick CastellanosPHI,RF,76,294,31,73,0.248,17,0,8,40,114,21,75,3,0.301,0.388,0.689,-0.9
26,Randy ArozarenaTB,LF,73,281,33,71,0.253,16,2,7,33,112,16,75,17,0.306,0.399,0.704,0.5
28,Eduardo EscobarNYM,3B,69,261,30,58,0.222,16,3,6,30,98,24,74,0,0.283,0.375,0.658,-0.1
