Rank,Player,Strikeouts
1,Schwarber • PHI,185
2,Suarez • SEA,183
3,Swanson • ATL,167
4,Wisdom • CHC,166
NA,García • TEX,166
6,Judge • NYY,160
7,Chapman • TOR,159
NA,Voit • 2TM,159
9,Pham • 2TM,157
10,Olson • ATL,155
NA,Riley • ATL,155
NA,Cron • COL,155
