Rank,Player,Strikeouts
1,Schwarber • PHI,199
2,Suarez • SEA,192
3,Swanson • ATL,180
NA,Wisdom • CHC,180
NA,García • TEX,180
6,Judge • NYY,174
NA,Voit • 2TM,174
8,Chapman • TOR,170
9,Olson • ATL,169
10,Riley • ATL,167
NA,Hoskins • PHI,167
