Rank,Player,Strikeouts
1,Suarez • SEA,114
2,Wisdom • CHC,110
3,Schwarber • PHI,105
4,Story • BOS,103
5,Taylor • LAD,101
6,Rodriguez • SEA,96
7,Swanson • ATL,95
8,Duvall • ATL,94
NA,Riley • ATL,94
NA,Marsh • LAA,94
NA,Bellinger • LAD,94
