RK,Name,POS,GP,AB,R,H,AVG,X2B,X3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR
1,Patrick WisdomCHC,3B,41,143,26,31,0.217,8,0,10,23,69,11,61,1,0.28,0.483,0.763,0.4
2,Eugenio SuarezSEA,3B,44,162,25,35,0.216,9,1,9,23,73,19,60,0,0.306,0.451,0.757,0.9
3,Kyle SchwarberPHI,LF,43,155,26,30,0.194,6,0,10,22,66,24,58,2,0.308,0.426,0.733,0.1
4,Franmil ReyesCLE,DH,35,133,9,26,0.195,2,0,3,12,37,10,57,0,0.255,0.278,0.533,-0.8
5,Dansby SwansonATL,SS,45,157,23,42,0.268,8,1,6,23,70,14,56,6,0.329,0.446,0.775,1.4
6,Adam DuvallATL,CF,44,154,17,30,0.195,7,0,2,16,43,14,55,0,0.267,0.279,0.547,-0.6
6,Chris TaylorLAD,DH,41,143,22,37,0.259,10,2,5,21,66,18,55,3,0.341,0.462,0.803,0.7
6,Julio RodriguezSEA,CF,44,165,19,44,0.267,6,1,5,20,67,12,55,13,0.32,0.406,0.726,0.9
9,Trevor StoryBOS,2B,39,151,25,35,0.232,8,0,9,37,70,17,53,6,0.312,0.464,0.776,1.1
10,Cody BellingerLAD,CF,42,156,20,35,0.224,11,2,5,18,65,14,52,6,0.292,0.417,0.709,1.1
10,Austin RileyATL,3B,44,172,19,42,0.244,10,0,9,20,79,16,52,2,0.323,0.459,0.782,0.6
12,Adolis GarciaTEX,RF,42,162,24,35,0.216,9,2,6,27,66,9,50,4,0.263,0.407,0.67,0.3
13,Robbie GrossmanDET,LF,40,136,13,27,0.199,6,0,0,10,33,21,49,2,0.315,0.243,0.557,-0.1
13,Seiya SuzukiCHC,RF,41,139,20,34,0.245,12,1,4,21,60,21,49,3,0.344,0.432,0.775,0.8
15,Joey GalloNYY,LF,37,109,11,18,0.165,1,0,5,7,34,17,48,0,0.278,0.312,0.59,0
15,Ryan McMahonCOL,2B,43,157,23,40,0.255,9,1,4,22,63,18,48,0,0.343,0.401,0.744,1
15,Rhys HoskinsPHI,1B,44,166,22,37,0.223,8,1,7,23,68,19,48,0,0.301,0.41,0.711,0.2
15,Randy ArozarenaTB,RF,43,167,21,43,0.257,12,1,4,18,69,11,48,7,0.306,0.413,0.719,0.5
15,Bo BichetteTOR,SS,44,183,19,45,0.246,10,0,6,23,73,9,48,4,0.281,0.399,0.68,0.3
20,Giancarlo StantonNYY,DH,40,151,15,43,0.285,3,0,11,35,79,14,47,0,0.339,0.523,0.862,1.1
